,date,state,retail,grocery,parks,transit,workplaces,residential,cases,deaths,daily_new_cases,daily_new_deaths
795,3/19/2020,OH,-27.65,15.19,12.42,-6.48,-25.16,12.31,120,0,101,0
796,3/19/2020,OK,-12.27,13.20,3.00,0.81,-25.95,10.00,44,1,-76,1
797,3/19/2020,OR,-22.29,9.34,74.12,-7.58,-28.06,10.25,87,3,43,2
798,3/19/2020,PA,-28.83,5.88,2.18,-28.54,-29.72,13.02,187,1,100,-2
799,3/19/2020,RI,-36.40,-3.00,-15.25,-44.50,-38.20,18.00,44,0,38,0
800,3/19/2020,SC,-18.68,15.05,35.21,-3.48,-19.59,9.45,81,1,37,1
801,3/19/2020,SD,-28.42,-1.86,-26.00,-21.20,-25.32,14.00,14,1,-67,0
802,3/19/2020,TN,-9.52,20.52,31.83,-5.34,-18.09,7.96,155,0,141,-1
803,3/19/2020,TX,-11.05,16.86,9.10,-3.59,-22.77,10.47,248,4,93,4
804,3/19/2020,UT,-24.39,15.15,4.57,-9.77,-29.04,14.00,80,0,-168,-4
805,3/19/2020,VT,-36.75,1.25,50.00,-37.00,-29.86,15.00,22,2,-58,2
806,3/19/2020,VA,-18.14,9.98,57.40,-11.04,-25.57,11.91,94,2,91,2
807,3/19/2020,WA,-26.39,7.31,86.84,-16.43,-31.50,11.07,1228,75,1134,73
808,3/19/2020,WV,-19.08,9.82,-9.33,-7.67,-20.02,9.85,5,0,-1223,-75
809,3/19/2020,WI,-39.41,-0.55,-19.83,-18.55,-25.51,14.70,155,2,150,2
810,3/19/2020,WY,-28.58,4.93,-38.67,-22.75,-26.67,14.00,18,0,-137,-2
811,3/20/2020,AL,-24.87,10.70,5.21,-10.48,-23.73,12.38,106,0,88,0
812,3/20/2020,AK,-26.43,-5.71,24.00,-26.67,-20.55,12.25,14,0,-92,0
813,3/20/2020,AZ,-25.07,7.27,-2.46,-10.92,-28.20,11.25,70,1,56,1
814,3/20/2020,AR,-19.55,13.60,21.17,-6.61,-22.55,11.14,100,0,30,-1
815,3/20/2020,CA,-37.22,-2.25,-10.40,-34.23,-38.43,18.20,1283,24,1183,24
816,3/20/2020,CO,-41.63,-4.56,-41.14,-31.81,-38.34,19.83,364,5,-919,-19
817,3/20/2020,CT,-30.75,15.00,17.14,-34.71,-36.00,18.00,194,4,-170,-1
818,3/20/2020,DE,-23.67,3.00,97.00,-27.33,-31.00,13.00,39,0,-155,-4
819,3/20/2020,FL,-22.86,10.14,-5.42,-23.95,-26.05,11.88,564,9,493,9
820,3/20/2020,GA,-19.01,13.02,33.57,-11.00,-22.25,12.13,482,14,-82,5
821,3/20/2020,HI,-32.50,-6.75,-30.50,-37.75,-29.75,14.50,37,0,23,0
822,3/20/2020,ID,-14.61,10.06,58.00,-12.89,-22.54,10.25,31,0,-6,0
823,3/20/2020,IL,-29.81,35.10,-16.83,-16.28,-26.45,13.78,583,5,552,5
824,3/20/2020,IN,-28.93,17.84,11.08,-8.72,-25.55,13.36,81,5,-502,0
825,3/20/2020,IA,-38.36,8.09,-5.43,-12.95,-22.43,13.76,45,0,-36,-5
826,3/20/2020,KS,-21.31,17.67,11.80,-4.83,-21.74,11.52,49,1,4,1
827,3/20/2020,KY,-24.65,4.28,51.40,-10.13,-22.60,13.36,63,2,14,1
828,3/20/2020,LA,-26.29,8.69,-18.92,-23.00,-23.54,13.77,537,10,474,8
829,3/20/2020,ME,-37.88,-4.06,-8.57,-32.25,-32.06,16.22,57,0,-480,-10
830,3/20/2020,MD,-25.54,4.46,61.42,-31.60,-34.33,16.30,150,2,93,2
831,3/20/2020,MA,-34.36,11.36,27.40,-40.23,-38.43,19.08,413,1,263,-1
832,3/20/2020,MI,-41.10,0.96,-3.23,-26.95,-30.60,16.12,548,4,135,3
833,3/20/2020,MN,-39.27,4.28,-9.14,-25.67,-26.04,17.19,115,0,-433,-4
834,3/20/2020,MS,-20.03,10.01,-1.14,-10.10,-23.09,12.81,80,1,-35,1
835,3/20/2020,MO,-15.90,23.11,0.83,-4.27,-12.48,11.34,73,3,-7,2
836,3/20/2020,MT,-34.14,5.81,25.25,-16.13,-27.57,12.75,19,0,-54,-3
837,3/20/2020,NE,-33.45,4.71,-12.33,-4.85,-21.88,14.36,53,0,34,0
838,3/20/2020,NV,-36.17,13.18,-25.00,-11.14,-31.40,15.43,165,2,112,2
839,3/20/2020,NH,-32.70,8.30,0.33,-32.00,-31.70,17.11,55,0,-110,-2
840,3/20/2020,NJ,-32.95,5.00,53.05,-36.14,-41.62,19.81,896,11,841,11
841,3/20/2020,NM,-26.32,15.15,-2.40,-2.32,-28.62,12.38,43,0,-853,-11
842,3/20/2020,NY,-33.30,10.61,16.86,-35.14,-35.54,17.16,7113,68,7070,68
843,3/20/2020,NC,-21.47,12.82,45.05,-14.28,-22.03,10.09,144,0,-6969,-68
844,3/20/2020,ND,-42.38,13.54,-24.75,-24.67,-22.79,16.67,27,0,-117,0
845,3/20/2020,OH,-30.90,7.02,48.22,-9.50,-27.90,14.40,169,1,142,1
846,3/20/2020,OK,-19.26,10.84,-19.64,-4.00,-25.76,12.03,49,1,-120,0
847,3/20/2020,OR,-25.91,9.10,71.76,-14.68,-27.78,11.05,114,3,65,2
848,3/20/2020,PA,-35.98,2.44,27.17,-31.39,-34.31,16.81,269,1,155,-2
849,3/20/2020,RI,-32.60,5.60,41.33,-39.00,-36.60,18.20,44,0,30,0
850,3/20/2020,SC,-21.38,13.61,47.81,-9.85,-21.54,9.64,126,3,82,3
851,3/20/2020,SD,-24.38,5.75,-7.50,-13.20,-22.24,14.60,14,1,-112,-2
852,3/20/2020,TN,-20.71,15.27,-14.18,-11.42,-21.03,11.82,237,0,223,-1
853,3/20/2020,TX,-23.12,9.08,-25.95,-10.60,-25.31,14.46,386,5,149,5
854,3/20/2020,UT,-26.57,13.24,21.71,-14.00,-29.63,14.33,112,0,-274,-5
855,3/20/2020,VT,-43.33,-8.00,-10.50,-54.60,-34.08,17.60,29,2,-83,2
856,3/20/2020,VA,-23.12,6.56,57.82,-16.06,-27.43,13.45,115,2,109,2
857,3/20/2020,WA,-27.58,8.00,78.24,-16.88,-31.63,12.24,1404,83,1289,81
858,3/20/2020,WV,-28.31,3.95,-15.67,-15.91,-23.54,12.50,8,0,-1396,-83
859,3/20/2020,WI,-42.75,2.05,-11.24,-24.05,-27.94,17.18,216,3,208,3
860,3/20/2020,WY,-40.75,7.71,-35.00,-8.11,-28.30,14.71,22,0,-194,-3
861,3/21/2020,AL,-28.68,8.89,23.38,-9.52,-14.17,8.15,131,0,109,0
862,3/21/2020,AK,-31.14,-6.67,-10.00,-36.67,-18.00,9.00,21,0,-110,0
863,3/21/2020,AZ,-33.64,1.07,-7.46,-13.42,-19.00,8.78,104,1,83,1
864,3/21/2020,AR,-25.15,6.14,10.88,-6.19,-10.49,8.44,118,0,14,-1
865,3/21/2020,CA,-45.31,-12.04,-16.94,-38.81,-29.43,13.79,1544,28,1426,28
866,3/21/2020,CO,-43.51,-7.42,-25.60,-32.05,-29.82,12.55,475,6,-1069,-22
867,3/21/2020,CT,-37.13,0.75,91.00,-37.00,-25.13,11.25,223,5,-252,-1
868,3/21/2020,DE,-34.00,-3.33,25.33,-29.67,-19.67,10.33,45,0,-178,-5
869,3/21/2020,FL,-32.03,4.51,-19.78,-26.40,-18.98,9.68,764,11,687,10
870,3/21/2020,GA,-21.75,11.19,30.77,-8.42,-12.79,8.31,552,20,-212,9
871,3/21/2020,HI,-43.00,-19.75,-42.75,-44.75,-26.75,12.33,48,0,33,0
872,3/21/2020,ID,-19.27,8.26,51.25,-10.22,-17.52,7.00,42,0,-6,0
873,3/21/2020,IL,-42.85,12.91,-5.84,-19.06,-18.00,11.29,751,6,709,6
874,3/21/2020,IN,-34.86,14.07,7.92,-5.67,-19.31,9.87,128,6,-623,0
875,3/21/2020,IA,-42.73,9.48,21.57,-11.87,-13.58,10.11,68,0,-60,-6
876,3/21/2020,KS,-30.10,7.19,41.60,-7.93,-11.89,9.71,57,2,-11,2
877,3/21/2020,KY,-28.71,4.70,8.50,-7.48,-18.15,10.09,84,3,27,1
878,3/21/2020,LA,-29.62,7.04,-30.12,-26.92,-19.08,11.67,763,16,679,13
879,3/21/2020,ME,-40.13,-6.88,26.13,-35.00,-22.19,10.40,70,0,-693,-16
880,3/21/2020,MD,-34.88,0.67,31.83,-28.86,-22.04,11.29,195,3,125,3
881,3/21/2020,MA,-43.21,-3.71,93.78,-35.27,-27.46,11.64,525,2,330,-1
882,3/21/2020,MI,-41.91,5.69,36.35,-24.84,-22.27,10.88,787,6,262,4
883,3/21/2020,MN,-46.77,-3.97,-10.24,-29.08,-21.00,14.09,138,1,-649,-5
884,3/21/2020,MS,-24.70,11.15,-9.00,-14.76,-17.02,9.60,140,1,2,0
885,3/21/2020,MO,-25.45,18.61,23.21,-5.83,-11.51,9.13,93,3,-47,2
886,3/21/2020,MT,-43.12,3.55,48.40,-14.63,-26.13,7.80,29,0,-64,-3
887,3/21/2020,NE,-32.58,7.29,36.33,13.67,-7.88,10.25,61,0,32,0
888,3/21/2020,NV,-40.18,6.09,-30.00,-5.71,-31.78,12.67,165,2,104,2
889,3/21/2020,NH,-36.90,-0.90,46.50,-29.50,-23.40,10.67,65,0,-100,-2
890,3/21/2020,NJ,-39.29,-0.29,58.61,-36.05,-28.24,13.10,1336,16,1271,16
891,3/21/2020,NM,-32.81,4.28,-21.64,-3.95,-21.88,10.45,57,0,-1279,-16
892,3/21/2020,NY,-38.79,2.74,47.92,-34.91,-23.62,11.50,10371,95,10314,95
893,3/21/2020,NC,-26.54,8.77,40.71,-18.00,-14.84,7.50,184,0,-10187,-95
894,3/21/2020,ND,-47.67,2.60,-9.67,-28.43,-21.91,13.50,28,0,-156,0
895,3/21/2020,OH,-39.21,-0.08,12.10,-11.79,-21.37,11.27,247,3,219,3
896,3/21/2020,OK,-23.52,8.32,-13.50,-4.44,-15.42,9.20,53,1,-194,-2
897,3/21/2020,OR,-29.65,3.86,91.72,-14.53,-21.90,7.06,137,4,84,3
898,3/21/2020,PA,-44.84,-4.69,34.24,-31.03,-26.78,12.26,388,2,251,-2
899,3/21/2020,RI,-37.40,-3.80,105.50,-48.00,-25.20,10.67,66,0,45,-1
900,3/21/2020,SC,-24.52,11.36,42.67,-9.80,-13.41,7.20,172,3,106,3
901,3/21/2020,SD,-27.76,6.31,7.50,-7.33,-12.54,9.00,14,1,-158,-2
902,3/21/2020,TN,-20.32,19.84,16.81,-7.82,-12.95,7.81,312,2,298,1
903,3/21/2020,TX,-33.21,-0.47,-39.78,-15.66,-15.97,12.06,547,5,235,3
904,3/21/2020,UT,-27.04,8.76,39.30,-5.92,-19.94,9.00,138,0,-409,-5
905,3/21/2020,VT,-47.25,-14.42,-17.60,-41.33,-29.33,13.00,49,2,-89,2
906,3/21/2020,VA,-30.62,3.81,-1.29,-15.31,-18.45,10.76,152,3,146,3
907,3/21/2020,WA,-34.88,-0.19,88.36,-17.04,-23.03,8.50,1655,95,1503,92
908,3/21/2020,WV,-31.59,8.00,-38.75,-15.50,-19.97,8.50,12,0,-1643,-95
909,3/21/2020,WI,-48.38,0.12,15.21,-21.00,-18.13,11.52,281,4,269,4
910,3/21/2020,WY,-40.05,2.06,-27.67,6.00,-23.07,9.50,24,0,-257,-4
911,3/22/2020,AL,-35.25,-5.30,1.47,-19.43,-25.20,8.88,157,0,133,0
912,3/22/2020,AK,-30.00,-7.60,108.00,-40.33,-20.00,7.00,22,0,-135,0
913,3/22/2020,AZ,-33.93,-7.93,0.38,-21.33,-24.50,8.00,153,2,131,2
914,3/22/2020,AR,-34.82,-8.77,-37.00,-16.25,-24.25,10.00,165,0,12,-2
915,3/22/2020,CA,-45.22,-16.78,-9.09,-40.32,-33.35,12.41,1851,35,1686,35
916,3/22/2020,CO,-41.45,-13.24,0.67,-30.50,-34.18,9.73,591,7,-1260,-28
917,3/22/2020,CT,-41.63,-13.75,40.13,-45.71,-28.25,10.50,327,8,-264,1
918,3/22/2020,DE,-36.67,-12.00,0.67,-43.50,-28.67,9.33,56,0,-271,-8
919,3/22/2020,FL,-35.90,-5.02,-15.83,-33.93,-27.81,9.13,1000,13,902,12
920,3/22/2020,GA,-31.83,-3.50,-12.95,-18.30,-23.61,9.68,620,25,-380,12
921,3/22/2020,HI,-45.75,-22.00,-47.00,-49.25,-31.00,10.67,56,0,29,-1
922,3/22/2020,ID,-14.59,6.08,111.50,-0.75,-26.83,5.00,47,0,-9,0
923,3/22/2020,IL,-57.95,-26.89,-40.10,-34.07,-30.62,12.75,1047,9,1000,9
924,3/22/2020,IN,-41.69,-7.41,-5.88,-18.68,-26.18,9.72,204,9,-843,0
925,3/22/2020,IA,-44.14,-6.45,-12.17,-22.07,-24.27,9.43,90,0,-114,-9
926,3/22/2020,KS,-30.38,-2.14,-26.71,-14.00,-21.43,9.60,66,2,-24,2
927,3/22/2020,KY,-32.46,-5.85,4.88,-14.71,-27.18,9.14,103,3,37,1
928,3/22/2020,LA,-28.43,5.26,-13.00,-28.72,-25.29,9.92,837,20,734,17
929,3/22/2020,ME,-33.44,-1.31,43.75,-34.33,-23.20,7.80,89,0,-748,-20
930,3/22/2020,MD,-38.33,-11.46,30.87,-36.38,-29.75,10.92,245,3,156,3
931,3/22/2020,MA,-47.15,-16.14,41.91,-43.64,-31.75,11.09,646,5,401,2
932,3/22/2020,MI,-41.00,-6.68,45.00,-29.74,-28.00,8.57,1033,9,387,4
933,3/22/2020,MN,-45.50,-15.29,4.13,-36.36,-27.50,11.50,171,1,-862,-8
934,3/22/2020,MS,-33.82,-7.05,-10.29,-23.63,-25.15,9.80,207,1,36,0
935,3/22/2020,MO,-31.43,2.35,-36.68,-16.31,-22.13,9.69,130,3,-77,2
936,3/22/2020,MT,-43.21,-5.89,61.25,-20.88,-28.00,6.80,34,0,-96,-3
937,3/22/2020,NE,-33.93,-7.33,-2.33,-4.73,-21.14,10.00,62,0,28,0
938,3/22/2020,NV,-39.36,-3.30,-18.25,-26.00,-31.78,12.00,190,2,128,2
939,3/22/2020,NH,-39.20,-8.40,28.71,-36.75,-27.60,9.25,78,0,-112,-2
940,3/22/2020,NJ,-56.24,-29.48,0.85,-50.05,-36.67,13.94,1914,20,1836,20
941,3/22/2020,NM,-31.48,-0.30,-5.09,-9.67,-24.58,8.43,65,0,-1849,-20
942,3/22/2020,NY,-42.11,-9.66,28.35,-46.21,-27.93,10.69,15188,142,15123,142
943,3/22/2020,NC,-34.88,-5.61,-4.44,-26.62,-26.01,8.69,269,0,-14919,-142
944,3/22/2020,ND,-43.00,-7.09,26.50,-27.43,-22.27,11.00,30,0,-239,0
945,3/22/2020,OH,-31.58,7.76,68.21,-13.28,-24.41,8.09,351,3,321,3
946,3/22/2020,OK,-28.84,-2.12,-24.36,-8.27,-22.91,9.33,67,2,-284,-1
947,3/22/2020,OR,-27.86,-2.00,67.00,-13.56,-27.38,6.64,161,5,94,3
948,3/22/2020,PA,-42.21,-11.61,48.48,-36.38,-28.25,9.66,504,3,343,-2
949,3/22/2020,RI,-41.20,-16.80,52.00,-54.00,-28.80,10.00,83,0,60,-1
950,3/22/2020,SC,-35.33,-4.51,-17.00,-20.00,-24.35,8.94,194,3,111,3
951,3/22/2020,SD,-29.19,-4.23,25.50,-18.00,-18.82,7.00,21,1,-173,-2
952,3/22/2020,TN,-27.35,8.69,12.35,-18.43,-22.71,8.76,424,2,403,1
953,3/22/2020,TX,-34.18,-6.12,-33.49,-19.03,-23.76,10.48,639,7,215,5
954,3/22/2020,UT,-24.50,1.00,79.75,-7.33,-34.07,7.00,182,1,-457,-6
955,3/22/2020,VT,-49.75,-15.42,9.00,-51.33,-29.75,10.00,52,2,-130,1
956,3/22/2020,VA,-32.87,-6.72,2.36,-22.10,-27.30,10.50,219,6,202,6
957,3/22/2020,WA,-32.18,-5.22,46.91,-23.15,-29.50,8.20,1844,97,1625,91
958,3/22/2020,WV,-35.23,-7.64,12.00,-15.67,-26.10,8.00,16,0,-1828,-97
959,3/22/2020,WI,-48.38,-17.63,17.35,-30.19,-25.34,10.47,382,4,366,4
960,3/22/2020,WY,-38.33,-4.20,1.00,-16.43,-26.46,8.00,26,0,-356,-4
961,3/23/2020,AL,-28.91,-4.47,-17.00,-20.23,-27.22,13.48,196,0,170,0
962,3/23/2020,AK,-33.14,-17.67,19.00,-39.33,-28.36,13.50,36,0,-160,0
963,3/23/2020,AZ,-32.80,-7.07,-13.85,-20.50,-29.47,11.15,234,2,198,2
964,3/23/2020,AR,-25.05,-4.16,10.83,-11.28,-26.00,12.00,201,0,-33,-2
965,3/23/2020,CA,-38.62,-15.05,-22.95,-41.60,-41.23,18.20,2240,39,2039,39
966,3/23/2020,CO,-34.09,-8.79,5.44,-30.25,-36.13,14.83,721,10,-1519,-29
967,3/23/2020,CT,-46.25,-22.75,-39.38,-46.00,-42.38,20.13,415,10,-306,0
968,3/23/2020,DE,-29.67,-8.67,-42.67,-44.00,-36.00,16.00,87,0,-328,-10
969,3/23/2020,FL,-30.68,-4.80,-23.70,-31.43,-28.49,11.92,1222,18,1106,16
970,3/23/2020,GA,-26.86,-0.67,-36.69,-18.72,-25.97,14.21,800,25,-422,7
971,3/23/2020,HI,-42.50,-17.00,-61.75,-51.00,-33.25,14.50,77,0,48,-1
972,3/23/2020,ID,-19.24,0.73,42.00,-11.89,-26.44,9.17,50,0,-27,0
973,3/23/2020,IL,-43.58,-13.00,-25.31,-27.78,-36.67,17.58,1285,12,1235,12
974,3/23/2020,IN,-26.52,10.76,0.09,-15.06,-30.55,13.33,264,12,-1021,0
975,3/23/2020,IA,-40.95,-1.27,12.80,-13.39,-25.14,13.91,105,0,-159,-12
976,3/23/2020,KS,-25.60,1.79,27.00,-10.29,-24.13,12.10,82,2,-23,2
977,3/23/2020,KY,-26.37,-4.69,18.67,-13.96,-28.38,14.08,124,3,42,1
978,3/23/2020,LA,-26.63,0.93,-25.67,-27.48,-27.45,14.08,1172,34,1048,31
979,3/23/2020,ME,-35.38,-8.06,-13.25,-33.75,-33.38,13.80,107,0,-1065,-34
980,3/23/2020,MD,-33.96,-11.25,-43.00,-42.73,-39.75,19.35,290,3,183,3
981,3/23/2020,MA,-41.29,-11.79,-26.30,-52.33,-46.00,19.58,777,9,487,6
982,3/23/2020,MI,-26.91,22.56,-3.05,-32.05,-34.05,14.38,1324,16,547,7
983,3/23/2020,MN,-35.83,-7.40,40.00,-34.67,-28.05,14.83,235,1,-1089,-15
984,3/23/2020,MS,-26.03,-1.36,1.29,-17.70,-25.61,12.81,249,1,14,0
985,3/23/2020,MO,-27.70,4.22,-0.18,-14.86,-23.73,12.57,183,4,-66,3
986,3/23/2020,MT,-35.27,-2.21,28.75,-25.38,-28.90,11.50,45,0,-138,-4
987,3/23/2020,NE,-23.81,-0.63,38.33,-4.75,-20.59,11.73,73,0,28,0
988,3/23/2020,NV,-32.80,0.09,-29.25,-19.83,-34.42,14.14,265,4,192,4
989,3/23/2020,NH,-36.00,-7.50,-20.00,-38.60,-35.80,16.33,101,1,-164,-3
990,3/23/2020,NJ,-54.90,-33.05,-52.60,-54.62,-52.62,24.76,2844,27,2743,26
991,3/23/2020,NM,-24.88,14.76,-0.56,-13.21,-31.88,11.69,83,0,-2761,-27
992,3/23/2020,NY,-53.28,-27.05,-48.12,-49.03,-46.84,20.94,20899,183,20816,183
993,3/23/2020,NC,-28.09,-0.97,-20.53,-23.93,-26.10,12.25,302,0,-20597,-183
994,3/23/2020,ND,-36.27,-3.83,-11.00,-23.67,-23.90,13.29,32,0,-270,0
995,3/23/2020,OH,-28.80,5.15,4.79,-13.75,-32.74,14.45,444,6,412,6
996,3/23/2020,OK,-23.30,-0.07,-12.11,-10.68,-26.00,12.28,81,2,-363,-4
997,3/23/2020,OR,-32.19,-5.29,0.40,-20.59,-34.67,12.89,191,5,110,3
998,3/23/2020,PA,-45.84,-18.59,-46.68,-40.25,-42.91,18.98,644,6,453,1
999,3/23/2020,RI,-41.80,-18.80,-22.75,-50.00,-42.20,18.25,106,0,75,-2
1000,3/23/2020,SC,-30.73,-4.20,-21.81,-19.65,-24.76,12.79,299,5,193,5
1001,3/23/2020,SD,-22.41,3.15,61.00,-9.67,-24.59,11.57,28,1,-271,-4
1002,3/23/2020,TN,-28.14,1.82,-18.47,-18.10,-26.82,13.55,522,2,494,1
1003,3/23/2020,TX,-25.42,-1.53,-9.15,-14.98,-24.48,12.63,728,7,206,5
1004,3/23/2020,UT,-25.83,3.67,18.17,-11.92,-30.04,13.56,257,1,-471,-6
1005,3/23/2020,VT,-45.17,-17.83,-16.00,-45.00,-39.00,17.60,75,2,-182,1
1006,3/23/2020,VA,-30.56,-5.54,-35.25,-27.49,-31.61,16.46,254,6,237,6
1007,3/23/2020,WA,-31.45,-1.69,2.83,-25.61,-35.00,12.77,2101,110,1847,104
1008,3/23/2020,WV,-30.34,-4.21,-40.83,-21.90,-29.72,14.42,16,0,-2085,-110
1009,3/23/2020,WI,-33.91,1.23,17.69,-23.90,-30.07,14.30,418,5,402,5
1010,3/23/2020,WY,-28.83,6.93,5.67,-7.38,-29.57,10.86,28,0,-390,-5
1011,3/24/2020,AL,-27.31,-5.43,2.64,-14.05,-28.54,13.31,242,0,214,0
1012,3/24/2020,AK,-33.86,-12.20,19.00,-45.00,-31.82,15.50,42,0,-200,0
1013,3/24/2020,AZ,-33.13,-5.87,1.38,-17.17,-32.33,11.77,326,6,284,6
1014,3/24/2020,AR,-25.73,-7.05,60.00,-11.61,-29.63,13.45,231,2,-95,-4
1015,3/24/2020,CA,-40.76,-15.88,-28.76,-41.72,-44.23,19.89,2644,52,2413,50
1016,3/24/2020,CO,-36.64,-9.12,25.71,-32.14,-40.23,16.59,912,11,-1732,-41
1017,3/24/2020,CT,-42.13,-15.50,26.29,-41.57,-46.00,20.25,618,12,-294,1
1018,3/24/2020,DE,-40.67,-20.00,17.50,-38.00,-39.67,17.33,104,0,-514,-12
1019,3/24/2020,FL,-32.49,-6.33,-25.45,-29.93,-31.72,13.61,1467,20,1330,18
1020,3/24/2020,GA,-30.77,-4.81,-19.47,-16.42,-29.58,15.79,1095,38,-372,18
1021,3/24/2020,HI,-45.00,-20.00,-62.75,-54.75,-38.50,17.50,90,0,58,-1
1022,3/24/2020,ID,-21.80,-0.90,44.75,-10.22,-32.06,12.33,73,0,-17,0
1023,3/24/2020,IL,-43.55,-12.19,-10.00,-26.77,-38.71,18.58,1535,16,1462,16
1024,3/24/2020,IN,-32.52,0.70,7.80,-14.17,-35.52,15.77,371,17,-1164,1
1025,3/24/2020,IA,-42.19,-4.58,44.25,-17.17,-28.52,15.45,124,1,-247,-16
1026,3/24/2020,KS,-27.44,-5.42,25.80,-12.71,-28.26,15.05,102,3,-22,2
1027,3/24/2020,KY,-34.14,-12.54,-4.14,-16.54,-32.70,16.61,157,3,55,0
1028,3/24/2020,LA,-35.75,-11.45,-21.42,-25.38,-35.10,17.04,1388,46,1231,43
1029,3/24/2020,ME,-42.25,-16.75,-8.50,-37.75,-39.81,16.89,118,0,-1270,-46
1030,3/24/2020,MD,-36.88,-14.71,41.18,-37.07,-43.04,19.10,349,4,231,4
1031,3/24/2020,MA,-49.54,-21.00,12.00,-52.92,-52.21,22.33,1159,11,810,7
1032,3/24/2020,MI,-55.79,-25.29,2.24,-42.47,-49.08,22.77,1791,24,632,13
1033,3/24/2020,MN,-39.50,-10.42,27.30,-32.83,-31.06,17.43,264,1,-1527,-23
1034,3/24/2020,MS,-26.43,-5.92,-6.17,-12.45,-28.32,13.50,320,1,56,0
1035,3/24/2020,MO,-34.17,-6.26,-18.54,-15.34,-31.10,16.41,255,5,-65,4
1036,3/24/2020,MT,-39.64,-4.89,-7.80,-20.38,-32.53,13.88,51,0,-204,-5
1037,3/24/2020,NE,-27.21,-3.05,53.50,0.08,-24.17,13.36,77,0,26,0
1038,3/24/2020,NV,-34.00,-1.64,-32.50,-13.43,-36.08,15.57,315,6,238,6
1039,3/24/2020,NH,-40.20,-16.20,-7.25,-37.20,-41.60,19.44,108,1,-207,-5
1040,3/24/2020,NJ,-44.10,-19.52,42.61,-43.95,-53.10,22.90,3675,44,3567,43
1041,3/24/2020,NM,-34.42,-3.54,-1.11,-14.17,-39.77,15.58,100,0,-3575,-44
1042,3/24/2020,NY,-44.80,-15.13,5.11,-43.15,-47.67,20.45,25704,264,25604,264
1043,3/24/2020,NC,-27.15,-1.70,-12.56,-23.03,-26.90,12.78,397,0,-25307,-264
1044,3/24/2020,ND,-42.56,-6.58,-16.67,-18.00,-27.19,15.71,37,0,-360,0
1045,3/24/2020,OH,-48.62,-23.49,12.89,-18.78,-41.76,19.03,564,8,527,8
1046,3/24/2020,OK,-18.45,2.44,20.17,-7.96,-28.94,12.24,106,3,-458,-5
1047,3/24/2020,OR,-42.91,-15.38,-12.90,-23.32,-39.85,16.58,209,8,103,5
1048,3/24/2020,PA,-40.27,-13.25,27.05,-34.57,-44.14,18.17,851,8,642,0
1049,3/24/2020,RI,-39.00,-16.00,58.33,-52.67,-45.60,19.60,124,0,85,-2
1050,3/24/2020,SC,-34.39,-7.30,-26.24,-15.52,-28.74,14.89,342,8,218,8
1051,3/24/2020,SD,-28.32,-0.29,52.50,-12.00,-27.41,13.57,30,1,-312,-7
1052,3/24/2020,TN,-35.35,-6.71,-32.40,-19.29,-32.02,15.75,678,2,648,1
1053,3/24/2020,TX,-23.05,-0.66,9.61,-11.34,-28.27,13.73,857,11,179,9
1054,3/24/2020,UT,-27.30,0.38,12.50,-13.85,-34.17,15.44,299,1,-558,-10
1055,3/24/2020,VT,-45.83,-16.83,7.00,-39.33,-43.71,19.80,95,7,-204,6
1056,3/24/2020,VA,-26.58,-3.98,21.56,-20.61,-32.50,15.20,291,7,274,7
1057,3/24/2020,WA,-37.06,-8.19,-3.48,-30.91,-40.36,15.58,2469,123,2178,116
1058,3/24/2020,WV,-34.18,-10.55,-12.00,-21.90,-33.85,14.33,39,0,-2430,-123
1059,3/24/2020,WI,-45.00,-13.53,37.38,-27.10,-35.09,17.36,481,5,442,5
1060,3/24/2020,WY,-36.11,0.20,-5.33,-7.50,-32.48,13.00,37,0,-444,-5
1061,3/25/2020,AL,-22.62,-2.82,34.22,-12.05,-29.54,12.22,386,1,349,1
1062,3/25/2020,AK,-41.86,-23.17,10.00,-48.33,-34.75,17.25,59,0,-327,-1
1063,3/25/2020,AZ,-33.00,-6.60,-10.85,-18.75,-33.73,12.62,402,6,343,6
1064,3/25/2020,AR,-19.68,-2.00,134.67,-11.79,-30.09,11.57,307,2,-95,-4
1065,3/25/2020,CA,-41.47,-16.71,-23.14,-41.93,-44.98,19.82,3183,68,2876,66
1066,3/25/2020,CO,-34.79,-7.95,19.65,-32.90,-41.96,17.35,1086,19,-2097,-49
1067,3/25/2020,CT,-45.00,-18.63,-16.14,-45.00,-47.25,21.63,875,19,-211,0
1068,3/25/2020,DE,-47.00,-28.67,-45.00,-45.00,-43.00,20.00,119,0,-756,-19
1069,3/25/2020,FL,-32.59,-7.29,-24.61,-30.88,-33.04,13.98,1971,23,1788,21
1070,3/25/2020,GA,-28.18,-3.42,15.50,-15.06,-31.28,15.15,1385,47,-586,24
1071,3/25/2020,HI,-55.75,-32.50,-70.00,-62.50,-43.50,20.75,95,0,63,-1
1072,3/25/2020,ID,-24.28,4.03,13.17,-12.00,-33.97,13.25,123,0,28,0
1073,3/25/2020,IL,-37.87,-8.54,41.40,-24.19,-38.61,17.45,1874,21,1751,21
1074,3/25/2020,IN,-43.54,-17.02,58.00,-18.17,-41.00,18.47,484,19,-1390,-2
1075,3/25/2020,IA,-39.90,-3.92,48.75,-15.44,-29.15,15.18,147,1,-337,-18
